text,tokens
Send the document to david@yahoo.com,"['send', 'the', 'document', 'to', 'david', '@', 'yahoo.com']"
I live at Chittagong Bangladesh,"['i', 'live', 'at', 'chittagong', 'bangladesh']"
My name is John Smith and my email is rahim@hotmail.com,"['my', 'name', 'is', 'john', 'smith', 'and', 'my', 'email', 'is', 'rahim', '@', 'hotmail.com']"
My account number is 456789123,"['my', 'account', 'number', 'is', '456789123']"
My account number is 987654321,"['my', 'account', 'number', 'is', '987654321']"
Please contact me at 01677777777,"['please', 'contact', 'me', 'at', '01677']"
"Name: Sarah Ahmed, Email: rahim@hotmail.com, Phone: 01677777777","['name', 'sarah', 'ahmed', 'email', 'rahim', '@', 'hotmail.com', 'phone', '01677']"
I live at London UK,"['i', 'live', 'at', 'london', 'uk']"
I live at Dhaka Bangladesh,"['i', 'live', 'at', 'dhaka', 'bangladesh']"
My account number is 987654321,"['my', 'account', 'number', 'is', '987654321']"
Send the document to rahim@hotmail.com,"['send', 'the', 'document', 'to', 'rahim', '@', 'hotmail.com']"
"Name: Michael Brown, Email: sarah123@gmail.com, Phone: 01677777777","['name', 'michael', 'brown', 'email', 'sarah123', '@', 'gmail.com', 'phone', '01677']"
My account number is 456789123,"['my', 'account', 'number', 'is', '456789123']"
My name is John Smith and my email is john@gmail.com,"['my', 'name', 'is', 'john', 'smith', 'and', 'my', 'email', 'is', 'john', '@', 'gmail.com']"
My phone number is 01855555555 and my name is David Miller,"['my', 'phone', 'number', 'is', '01855', 'and', 'my', 'name', 'is', 'david', 'miller']"
Send the document to david@yahoo.com,"['send', 'the', 'document', 'to', 'david', '@', 'yahoo.com']"
My phone number is 01677777777 and my name is John Smith,"['my', 'phone', 'number', 'is', '01677', 'and', 'my', 'name', 'is', 'john', 'smith']"
My phone number is 01855555555 and my name is Sarah Ahmed,"['my', 'phone', 'number', 'is', '01855', 'and', 'my', 'name', 'is', 'sarah', 'ahmed']"
"Name: Michael Brown, Email: john@gmail.com, Phone: 01999999999","['name', 'michael', 'brown', 'email', 'john', '@', 'gmail.com', 'phone', '0199']"
"Name: Rahim Hasan, Email: david@yahoo.com, Phone: 01677777777","['name', 'rahim', 'hasan', 'email', 'david', '@', 'yahoo.com', 'phone', '01677']"
My phone number is 01712345678 and my name is Sarah Ahmed,"['my', 'phone', 'number', 'is', '01712345678', 'and', 'my', 'name', 'is', 'sarah', 'ahmed']"
My name is David Miller and my email is rahim@hotmail.com,"['my', 'name', 'is', 'david', 'miller', 'and', 'my', 'email', 'is', 'rahim', '@', 'hotmail.com']"
Send the document to david@yahoo.com,"['send', 'the', 'document', 'to', 'david', '@', 'yahoo.com']"
My name is Rahim Hasan and my email is sarah123@gmail.com,"['my', 'name', 'is', 'rahim', 'hasan', 'and', 'my', 'email', 'is', 'sarah123', '@', 'gmail.com']"
My account number is 456789123,"['my', 'account', 'number', 'is', '456789123']"
My account number is 456789123,"['my', 'account', 'number', 'is', '456789123']"
My address is New York USA,"['my', 'address', 'is', 'new', 'york', 'usa']"
"Name: John Smith, Email: rahim@hotmail.com, Phone: 01677777777","['name', 'john', 'smith', 'email', 'rahim', '@', 'hotmail.com', 'phone', '01677']"
Please contact me at 01999999999,"['please', 'contact', 'me', 'at', '0199']"
My name is John Smith and my email is rahim@hotmail.com,"['my', 'name', 'is', 'john', 'smith', 'and', 'my', 'email', 'is', 'rahim', '@', 'hotmail.com']"
My phone number is 01712345678 and my name is John Smith,"['my', 'phone', 'number', 'is', '01712345678', 'and', 'my', 'name', 'is', 'john', 'smith']"
My phone number is 01712345678 and my name is Michael Brown,"['my', 'phone', 'number', 'is', '01712345678', 'and', 'my', 'name', 'is', 'michael', 'brown']"
I live at New York USA,"['i', 'live', 'at', 'new', 'york', 'usa']"
My account number is 987654321,"['my', 'account', 'number', 'is', '987654321']"
I live at Dhaka Bangladesh,"['i', 'live', 'at', 'dhaka', 'bangladesh']"
My account number is 456789123,"['my', 'account', 'number', 'is', '456789123']"
My name is David Miller and my email is sarah123@gmail.com,"['my', 'name', 'is', 'david', 'miller', 'and', 'my', 'email', 'is', 'sarah123', '@', 'gmail.com']"
My name is Michael Brown and my email is sarah123@gmail.com,"['my', 'name', 'is', 'michael', 'brown', 'and', 'my', 'email', 'is', 'sarah123', '@', 'gmail.com']"
My phone number is 01712345678 and my name is John Smith,"['my', 'phone', 'number', 'is', '01712345678', 'and', 'my', 'name', 'is', 'john', 'smith']"
Please contact me at 01855555555,"['please', 'contact', 'me', 'at', '01855']"
My address is London UK,"['my', 'address', 'is', 'london', 'uk']"
Please contact me at 01999999999,"['please', 'contact', 'me', 'at', '0199']"
My name is Rahim Hasan and my email is david@yahoo.com,"['my', 'name', 'is', 'rahim', 'hasan', 'and', 'my', 'email', 'is', 'david', '@', 'yahoo.com']"
I live at Chittagong Bangladesh,"['i', 'live', 'at', 'chittagong', 'bangladesh']"
Send the document to rahim@hotmail.com,"['send', 'the', 'document', 'to', 'rahim', '@', 'hotmail.com']"
I live at London UK,"['i', 'live', 'at', 'london', 'uk']"
My name is David Miller and my email is rahim@hotmail.com,"['my', 'name', 'is', 'david', 'miller', 'and', 'my', 'email', 'is', 'rahim', '@', 'hotmail.com']"
My name is Sarah Ahmed and my email is rahim@hotmail.com,"['my', 'name', 'is', 'sarah', 'ahmed', 'and', 'my', 'email', 'is', 'rahim', '@', 'hotmail.com']"
Send the document to david@yahoo.com,"['send', 'the', 'document', 'to', 'david', '@', 'yahoo.com']"
My address is New York USA,"['my', 'address', 'is', 'new', 'york', 'usa']"
My account number is 987654321,"['my', 'account', 'number', 'is', '987654321']"
"Name: John Smith, Email: john@gmail.com, Phone: 01712345678","['name', 'john', 'smith', 'email', 'john', '@', 'gmail.com', 'phone', '01712345678']"
My phone number is 01677777777 and my name is Rahim Hasan,"['my', 'phone', 'number', 'is', '01677', 'and', 'my', 'name', 'is', 'rahim', 'hasan']"
My address is Dhaka Bangladesh,"['my', 'address', 'is', 'dhaka', 'bangladesh']"
My name is John Smith and my email is rahim@hotmail.com,"['my', 'name', 'is', 'john', 'smith', 'and', 'my', 'email', 'is', 'rahim', '@', 'hotmail.com']"
Send the document to sarah123@gmail.com,"['send', 'the', 'document', 'to', 'sarah123', '@', 'gmail.com']"
Send the document to david@yahoo.com,"['send', 'the', 'document', 'to', 'david', '@', 'yahoo.com']"
"Name: David Miller, Email: john@gmail.com, Phone: 01712345678","['name', 'david', 'miller', 'email', 'john', '@', 'gmail.com', 'phone', '01712345678']"
I live at Dhaka Bangladesh,"['i', 'live', 'at', 'dhaka', 'bangladesh']"
My phone number is 01712345678 and my name is David Miller,"['my', 'phone', 'number', 'is', '01712345678', 'and', 'my', 'name', 'is', 'david', 'miller']"
Please contact me at 01999999999,"['please', 'contact', 'me', 'at', '0199']"
Please contact me at 01677777777,"['please', 'contact', 'me', 'at', '01677']"
My name is Rahim Hasan and my email is john@gmail.com,"['my', 'name', 'is', 'rahim', 'hasan', 'and', 'my', 'email', 'is', 'john', '@', 'gmail.com']"
Send the document to john@gmail.com,"['send', 'the', 'document', 'to', 'john', '@', 'gmail.com']"
Send the document to john@gmail.com,"['send', 'the', 'document', 'to', 'john', '@', 'gmail.com']"
My phone number is 01855555555 and my name is Michael Brown,"['my', 'phone', 'number', 'is', '01855', 'and', 'my', 'name', 'is', 'michael', 'brown']"
"Name: Sarah Ahmed, Email: rahim@hotmail.com, Phone: 01999999999","['name', 'sarah', 'ahmed', 'email', 'rahim', '@', 'hotmail.com', 'phone', '0199']"
"Name: David Miller, Email: sarah123@gmail.com, Phone: 01855555555","['name', 'david', 'miller', 'email', 'sarah123', '@', 'gmail.com', 'phone', '01855']"
Send the document to john@gmail.com,"['send', 'the', 'document', 'to', 'john', '@', 'gmail.com']"
"Name: David Miller, Email: david@yahoo.com, Phone: 01677777777","['name', 'david', 'miller', 'email', 'david', '@', 'yahoo.com', 'phone', '01677']"
My address is New York USA,"['my', 'address', 'is', 'new', 'york', 'usa']"
My address is London UK,"['my', 'address', 'is', 'london', 'uk']"
I live at New York USA,"['i', 'live', 'at', 'new', 'york', 'usa']"
Please contact me at 01677777777,"['please', 'contact', 'me', 'at', '01677']"
My phone number is 01677777777 and my name is John Smith,"['my', 'phone', 'number', 'is', '01677', 'and', 'my', 'name', 'is', 'john', 'smith']"
My name is Sarah Ahmed and my email is david@yahoo.com,"['my', 'name', 'is', 'sarah', 'ahmed', 'and', 'my', 'email', 'is', 'david', '@', 'yahoo.com']"
Please contact me at 01999999999,"['please', 'contact', 'me', 'at', '0199']"
Send the document to david@yahoo.com,"['send', 'the', 'document', 'to', 'david', '@', 'yahoo.com']"
Please contact me at 01712345678,"['please', 'contact', 'me', 'at', '01712345678']"
My account number is 987654321,"['my', 'account', 'number', 'is', '987654321']"
My account number is 456789123,"['my', 'account', 'number', 'is', '456789123']"
My account number is 987654321,"['my', 'account', 'number', 'is', '987654321']"
My account number is 456789123,"['my', 'account', 'number', 'is', '456789123']"
"Name: John Smith, Email: rahim@hotmail.com, Phone: 01677777777","['name', 'john', 'smith', 'email', 'rahim', '@', 'hotmail.com', 'phone', '01677']"
My name is Sarah Ahmed and my email is sarah123@gmail.com,"['my', 'name', 'is', 'sarah', 'ahmed', 'and', 'my', 'email', 'is', 'sarah123', '@', 'gmail.com']"
My name is Sarah Ahmed and my email is rahim@hotmail.com,"['my', 'name', 'is', 'sarah', 'ahmed', 'and', 'my', 'email', 'is', 'rahim', '@', 'hotmail.com']"
My address is New York USA,"['my', 'address', 'is', 'new', 'york', 'usa']"
My account number is 123456789,"['my', 'account', 'number', 'is', '123456789']"
My name is David Miller and my email is sarah123@gmail.com,"['my', 'name', 'is', 'david', 'miller', 'and', 'my', 'email', 'is', 'sarah123', '@', 'gmail.com']"
My account number is 456789123,"['my', 'account', 'number', 'is', '456789123']"
My address is New York USA,"['my', 'address', 'is', 'new', 'york', 'usa']"
Send the document to rahim@hotmail.com,"['send', 'the', 'document', 'to', 'rahim', '@', 'hotmail.com']"
My address is Chittagong Bangladesh,"['my', 'address', 'is', 'chittagong', 'bangladesh']"
My address is Chittagong Bangladesh,"['my', 'address', 'is', 'chittagong', 'bangladesh']"
My phone number is 01677777777 and my name is David Miller,"['my', 'phone', 'number', 'is', '01677', 'and', 'my', 'name', 'is', 'david', 'miller']"
My address is Dhaka Bangladesh,"['my', 'address', 'is', 'dhaka', 'bangladesh']"
"Name: Rahim Hasan, Email: john@gmail.com, Phone: 01712345678","['name', 'rahim', 'hasan', 'email', 'john', '@', 'gmail.com', 'phone', '01712345678']"
"Name: John Smith, Email: rahim@hotmail.com, Phone: 01677777777","['name', 'john', 'smith', 'email', 'rahim', '@', 'hotmail.com', 'phone', '01677']"
Please contact me at 01855555555,"['please', 'contact', 'me', 'at', '01855']"
My name is Sarah Ahmed and my email is rahim@hotmail.com,"['my', 'name', 'is', 'sarah', 'ahmed', 'and', 'my', 'email', 'is', 'rahim', '@', 'hotmail.com']"
My phone number is 01677777777 and my name is Michael Brown,"['my', 'phone', 'number', 'is', '01677', 'and', 'my', 'name', 'is', 'michael', 'brown']"
My account number is 123456789,"['my', 'account', 'number', 'is', '123456789']"
My address is New York USA,"['my', 'address', 'is', 'new', 'york', 'usa']"
My name is Rahim Hasan and my email is david@yahoo.com,"['my', 'name', 'is', 'rahim', 'hasan', 'and', 'my', 'email', 'is', 'david', '@', 'yahoo.com']"
Please contact me at 01855555555,"['please', 'contact', 'me', 'at', '01855']"
"Name: David Miller, Email: rahim@hotmail.com, Phone: 01999999999","['name', 'david', 'miller', 'email', 'rahim', '@', 'hotmail.com', 'phone', '0199']"
My name is David Miller and my email is john@gmail.com,"['my', 'name', 'is', 'david', 'miller', 'and', 'my', 'email', 'is', 'john', '@', 'gmail.com']"
Send the document to john@gmail.com,"['send', 'the', 'document', 'to', 'john', '@', 'gmail.com']"
"Name: John Smith, Email: david@yahoo.com, Phone: 01999999999","['name', 'john', 'smith', 'email', 'david', '@', 'yahoo.com', 'phone', '0199']"
My address is Dhaka Bangladesh,"['my', 'address', 'is', 'dhaka', 'bangladesh']"
My name is Sarah Ahmed and my email is david@yahoo.com,"['my', 'name', 'is', 'sarah', 'ahmed', 'and', 'my', 'email', 'is', 'david', '@', 'yahoo.com']"
Send the document to sarah123@gmail.com,"['send', 'the', 'document', 'to', 'sarah123', '@', 'gmail.com']"
My name is Michael Brown and my email is john@gmail.com,"['my', 'name', 'is', 'michael', 'brown', 'and', 'my', 'email', 'is', 'john', '@', 'gmail.com']"
My phone number is 01677777777 and my name is John Smith,"['my', 'phone', 'number', 'is', '01677', 'and', 'my', 'name', 'is', 'john', 'smith']"
I live at New York USA,"['i', 'live', 'at', 'new', 'york', 'usa']"
My account number is 123456789,"['my', 'account', 'number', 'is', '123456789']"
"Name: Michael Brown, Email: david@yahoo.com, Phone: 01855555555","['name', 'michael', 'brown', 'email', 'david', '@', 'yahoo.com', 'phone', '01855']"
My address is London UK,"['my', 'address', 'is', 'london', 'uk']"
I live at Chittagong Bangladesh,"['i', 'live', 'at', 'chittagong', 'bangladesh']"
Please contact me at 01999999999,"['please', 'contact', 'me', 'at', '0199']"
My name is David Miller and my email is david@yahoo.com,"['my', 'name', 'is', 'david', 'miller', 'and', 'my', 'email', 'is', 'david', '@', 'yahoo.com']"
"Name: Sarah Ahmed, Email: david@yahoo.com, Phone: 01677777777","['name', 'sarah', 'ahmed', 'email', 'david', '@', 'yahoo.com', 'phone', '01677']"
My name is John Smith and my email is rahim@hotmail.com,"['my', 'name', 'is', 'john', 'smith', 'and', 'my', 'email', 'is', 'rahim', '@', 'hotmail.com']"
My phone number is 01712345678 and my name is David Miller,"['my', 'phone', 'number', 'is', '01712345678', 'and', 'my', 'name', 'is', 'david', 'miller']"
My phone number is 01677777777 and my name is John Smith,"['my', 'phone', 'number', 'is', '01677', 'and', 'my', 'name', 'is', 'john', 'smith']"
Please contact me at 01712345678,"['please', 'contact', 'me', 'at', '01712345678']"
"Name: Michael Brown, Email: sarah123@gmail.com, Phone: 01855555555","['name', 'michael', 'brown', 'email', 'sarah123', '@', 'gmail.com', 'phone', '01855']"
Please contact me at 01999999999,"['please', 'contact', 'me', 'at', '0199']"
"Name: Rahim Hasan, Email: rahim@hotmail.com, Phone: 01999999999","['name', 'rahim', 'hasan', 'email', 'rahim', '@', 'hotmail.com', 'phone', '0199']"
My phone number is 01677777777 and my name is Sarah Ahmed,"['my', 'phone', 'number', 'is', '01677', 'and', 'my', 'name', 'is', 'sarah', 'ahmed']"
Send the document to rahim@hotmail.com,"['send', 'the', 'document', 'to', 'rahim', '@', 'hotmail.com']"
My address is Dhaka Bangladesh,"['my', 'address', 'is', 'dhaka', 'bangladesh']"
"Name: Sarah Ahmed, Email: john@gmail.com, Phone: 01712345678","['name', 'sarah', 'ahmed', 'email', 'john', '@', 'gmail.com', 'phone', '01712345678']"
My address is New York USA,"['my', 'address', 'is', 'new', 'york', 'usa']"
My address is Chittagong Bangladesh,"['my', 'address', 'is', 'chittagong', 'bangladesh']"
Please contact me at 01712345678,"['please', 'contact', 'me', 'at', '01712345678']"
"Name: David Miller, Email: john@gmail.com, Phone: 01999999999","['name', 'david', 'miller', 'email', 'john', '@', 'gmail.com', 'phone', '0199']"
My address is Dhaka Bangladesh,"['my', 'address', 'is', 'dhaka', 'bangladesh']"
My account number is 456789123,"['my', 'account', 'number', 'is', '456789123']"
My phone number is 01677777777 and my name is Michael Brown,"['my', 'phone', 'number', 'is', '01677', 'and', 'my', 'name', 'is', 'michael', 'brown']"
My name is John Smith and my email is david@yahoo.com,"['my', 'name', 'is', 'john', 'smith', 'and', 'my', 'email', 'is', 'david', '@', 'yahoo.com']"
My phone number is 01712345678 and my name is John Smith,"['my', 'phone', 'number', 'is', '01712345678', 'and', 'my', 'name', 'is', 'john', 'smith']"
My address is Chittagong Bangladesh,"['my', 'address', 'is', 'chittagong', 'bangladesh']"
Send the document to sarah123@gmail.com,"['send', 'the', 'document', 'to', 'sarah123', '@', 'gmail.com']"
My phone number is 01999999999 and my name is Michael Brown,"['my', 'phone', 'number', 'is', '0199', 'and', 'my', 'name', 'is', 'michael', 'brown']"
Please contact me at 01712345678,"['please', 'contact', 'me', 'at', '01712345678']"
"Name: Sarah Ahmed, Email: rahim@hotmail.com, Phone: 01855555555","['name', 'sarah', 'ahmed', 'email', 'rahim', '@', 'hotmail.com', 'phone', '01855']"
